_id,ลำดับ,เลขทะเบียนเดิม,FID,ชื่อโรงงาน,ประกอบกิจการ,,,,,,อำเภอ,จังหวัด,ไปรษณีย์,เขต,จำนวนโรงงาน
3132,3132,3-71-3/42,1.01006E+13,นายนพพร เกษร,กลึงข้อต่อปั๊มน้ำกลึงโลหะ,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
3133,3133,3-95(1)-123/57,1.01E+13,บริษัท โยโกตะ มอเตอร์(ไทยแลนด์) จำกัด,ศูนย์บริการซ่อมแซมและพ่นสีรถยนต์,,,,,,ยานนาวา,กรุงเทพมหานคร,10120,,
3134,3134,3-64(13)-116/47,1.01E+13,นางอารีย์ จิรธีรพงศ์,กลึง กัด เจาะ เชื่อม และปั๊มโลหะ,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
3135,3135,3-84(1)-27/47,1.01E+13,เอส.วี.เอส.จิวเวอรี่ แฟคทอรี่,ทำเครื่องประดับทุกชนิดจากทอง นาค เงิน เช่น แหวน สร้อย กำไร ต่างหู จากเพชร พลอย,,,,,,ธนบุรี,กรุงเทพมหานคร,10600,,
3136,3136,ศ3-37-54/37,1.00005E+11,นางมาลา งามวิไลดี,ทำเครื่องเรือนจากไม้,,,,,,มีนบุรี,กรุงเทพมหานคร,10510,,
3137,3137,3-60-2/34,1.0101E+13,บริษัท เอเซียไดคาสติ้งโปรดักส์ จำกัด,หลอมหล่ออลูมิเนียมเช่นทำช้อนกาแฟได้ปีละ400ตัน,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
3138,3138,3-53(4)-4/38,1.01005E+13,บริษัท พงศ์ศิลป์พลาสติก จำกัด,ทำถุงพลาสติก ผลิตภัณฑ์พลาสติกเช่นกล่องใส่ขนม,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
3139,3139,3-53(1)-20/37,1.01001E+13,นางสาวสุรีย์ วรกีรติกุล,ทำผลิตภัณฑ์พลาสติกเช่นถังน้ำตะกร้าใส่ของทำแม่พิมพ์โลหะ แ,,,,,,หนองแขม,กรุงเทพมหานคร,10160,,
3140,3140,3-95(1)-73/58,1.01001E+13,บริษัท เมโทร ฮอนด้าออโตโมบิล จำกัด,ซ่อมและเคาะพ่นสีรถยนต์,,,,,,สายไหม ,กรุงเทพมหานคร,10220,,
3141,3141,3-34(2)-20/22,1.01E+13,ก. การช่าง,ทำวงกบประตู-หน้าต่าง,,,,,,บางเขน,กรุงเทพมหานคร,10220,,
3142,3142,3-14-2/42,1.01E+13,บริษัท ทิพย์นที หลอดและซอง จำกัด,"ทำน้ำแข็งซอง ได้วันละ 1,500 ซอง ทำน้ำแข็งก้อนเล็ก ได้วันละ 120 ตัน",,,,,,บางกะปิ,กรุงเทพมหานคร,10240,,
3143,3143,3-62-6/38,1.01005E+13,ห้างหุ้นส่วนจำกัด มงคลถาวรกิจ,ทำชิ้นส่วนเครื่องเรือนและชิ้นส่วนรถยนต์ด้วยโลหะ,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
3144,3144,3-28(1)-57/31,1.01E+13,บริษัท เอลต้า จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 500 เครื่อง) ถักถุงเท้า (จำนวนเครื่องถักถุงเท้า 200 เครื่อง),,,,,,ลาดกระบัง,กรุงเทพมหานคร,10520,,
3145,3145,3-71-5/36,1.01007E+13,บริษัท เล้ง เพาว์เวอร์ จำกัด,ผลิตหม้อแปลงไฟฟ้าขนาดเล็กใช้สำหรับเครื่องรับวิทยุและโทรทัศน์,,,,,,บางซื่อ,กรุงเทพมหานคร,10800,,
3146,3146,3-67(2)-1/37,1.01015E+13,บริษัท ตงวาเฮง จำกัด,ทำเครื่องกลึง เครื่องไสและเครื่องปั๊มโลหะ,,,,,,สาทร,กรุงเทพมหานคร,10120,,
3147,3147,3-46(1)-1/20,1.01009E+13,โรงงานเภสัชกรรม เคมีภัณฑ์ เมดิคอล,ผลิตยารักษาโรคแผนปัจจุบัน,,,,,,หลักสี่,กรุงเทพมหานคร,10210,,
3148,3148,3-10(1)-1/43,1.01003E+13,ห้างหุ้นส่วนจำกัด ฮากีกิ (ประเทศไทย),ผลิตขนมอบแช่แข็ง เช่น พาย คุกกี้ ฯลฯ,,,,,,ประเวศ,กรุงเทพมหานคร,10250,,
3149,3149,3-64(1)-7/25,1.01003E+13,ธีระโลหะ,ทำภาชนะบรรจุจากโลหะ เช่น ถาด ถังไอศครีม,,,,,,บางกอกใหญ่,กรุงเทพมหานคร,10600,,
3150,3150,3-24-6/44,1.01E+13,บริษัท ที.ที.เอช.นิตติ้ง (ไทยแลนด์) จำกัด,"ถักผ้า, ตัดเย็บเสื้อผ้าสำเร็จรูป",,,,,,บางบอน,กรุงเทพมหานคร,10150,,
3151,3151,3-64(11)-1/25,1.01013E+13,บริษัท เหล็กแสงเจริญ (2016) จำกัด,"อัดเศษเหล็กให้เป็นก้อน,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว",,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
3152,3152,3-46(1)-1/28,1.01004E+13,บริษัท โรงงานเภสัชกรรมแหลมทองการแพทย์ จำกัด,ผลิตยารักษาโรคแผนปัจจุบัน ยาน้ำ ยาเม็ด และยาแคปซูล,,,,,,วังทองหลาง,กรุงเทพมหานคร,10310,,
3153,3153,3-95(1)-71/50,1.01E+13,บริษัท อิตัลสยามมอเตอร์ จำกัด,ตรวจเช็คสภาพและซ่อมแซมรถยนต์,,,,,,ปทุมวัน,กรุงเทพมหานคร,10330,,
3154,3154,3-95(1)-56/53,1.01E+13,สปิริท การาจ,รับจ้างเคาะพ่นสีและซ่อมรถยนต์,,,,,,บางซื่อ,กรุงเทพมหานคร,10800,,
3155,3155,3-37-194/57,1.01E+13,บริษัท ไทยคอนติเนนตัล แมทเทรส จำกัด,ทำที่นอนฟองน้ำ ที่นอนสปริง และหมอนฟองน้ำ,,,,,,สวนหลวง,กรุงเทพมหานคร,10250,,
3156,3156,3-95(1)-7/62,1.01E+13,บริษัท เรนาสโซ มอเตอร์ จำกัด,ซ่อมรถยนต์,,,,,,จตุจักร,กรุงเทพมหานคร,10900,,
3157,3157,3-95(1)-57/49,1.01E+13,บริษัท พระนครฮอนด้า ออโตโมบิล จำกัด,ซ่อมรถยนต์,,,,,,จตุจักร,กรุงเทพมหานคร,10900,,
3158,3158,3-64(9)-80/31,1.01E+13,ไทยเบคโก้,ทำของใช้ด้วยโลหะ เช่น ที่เปิดฝาจุกขวด-กระป๋อง ทัพพี ตะหลิว สปริงตีไข่,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
3159,3159,3-95(1)-33/34,1.01004E+13,ฉินการยนต์,ทำท่อไอเสียและซ่อมเครื่องยนต์ของรถยนต์,,,,,,บึงกุ่ม,กรุงเทพมหานคร,10240,,
3160,3160,3-28(1)-40/47,1.01E+13,บริษัท เอส.พี.โปรดักส์ แอนด์ มาร์เก็ตติ้ง จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูปและหมวก,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
3161,3161,3-34(2)-12/30,1.01E+13,ประสิทธิ์พรเจริญ,ทำวงกบ บานประตูหน้าต่างด้วยไม้,,,,,,บางแค,กรุงเทพมหานคร,10160,,
3162,3162,3-64(9)-9/34,1.01004E+13,ทรงชัยพัฒนา,ทำเครื่องใช้เล็ก ๆ จากโลหะ เช่น หน้าแปลน น๊อต สกรู ฯลฯ,,,,,,ลาดพร้าว,กรุงเทพมหานคร,10230,,
3163,3163,3-22(1)-3/27,1.01002E+13,บริษัท เอส.บี.เจ จำกัด,ทำความสะอาดฝ้าย เส้นใยสังเคราะห์ ปั่นด้าย ตีเกลียวเส้นด้าย และทอผ้า,,,,,,บางนา,กรุงเทพมหานคร,10260,,
3164,3164,3-24-16/33,1.01E+13,บริษัท ยาชีก้า นิตแวร์ จำกัด,ถักผ้ายืด (จำนวนเครื่องถักผ้า 59 เครื่อง) และตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 150 เครื่อง),,,,,,บางคอแหลม,กรุงเทพมหานคร,10120,,
3165,3165,3-64(13)-115/47,1.01E+13,สุรินทร์ เจริญอุตสาหกรรม,กลึง ไส กัด และเจียนโลหะ,,,,,,ประเวศ,กรุงเทพมหานคร,10250,,
3166,3166,3-46(2)-4/20,1.01001E+13,บริษัท แมคโครฟาร์ จำกัด,ผลิตยารักษาโรคแผนปัจจุบัน,,,,,,สวนหลวง,กรุงเทพมหานคร,10250,,
3167,3167,3-68-10/31,1.01004E+13,บริษัท เวิลด์พรีซิเซิ่น จำกัด,ผลิตอุปกรณ์ส่วนประกอบของเครื่องจักรทอผ้า,,,,,,ภาษีเจริญ,กรุงเทพมหานคร,10160,,
3168,3168,3-53(1)-1/38,1.01006E+13,บริษัท เชี่ยวชาญพลาสติก จำกัด,ทำเครื่องมือเครื่องใช้จากพลาสติก เช่น หัวต่อสายน้ำเกลือและกรอบนาฬิกา ได้ปีละ 8 ตัน,,,,,,พระโขนง,กรุงเทพมหานคร,10260,,
3169,3169,3-95(1)-75/41,1.01E+13,บริษัท พระราม 3 กรุ๊ป ฮอนด้า ออโตโมบิล จำกัด,ศูนย์บริการตรวจซ่อมบำรุงรักษาประกอบดัดแปลงรถยนต์ และรถจักรยานยนต์รวมทั้งชิ้นส่วนประกอบ,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
3170,3170,3-95(1)-47/48,1.01E+13,บริษัท ทรัพย์อยู่สุข จำกัด,ซ่อมรถยนต์,,,,,,บางกะปิ,กรุงเทพมหานคร,10240,,
3171,3171,3-77(2)-2/38,1.01029E+13,ร้านโลหะภัณฑ์,"กลึงโลหะ เช่น อะไหล่รถยนต์ ได้ปีละ 10,000 ชิ้น",,,,,,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,10100,,
3172,3172,3-64(5)-1/22,1.01011E+13,ศรีสยาม,ทำตะปู,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
3173,3173,3-60-4/52,1.01002E+13,นายกำธร ทิวากรกฏ,หล่อชิ้นส่วนของเครื่องจักรต่างๆ เช่น ใบพัดเรือ บู๊ช และท่องอ ฯลฯ,,,,,,บางคอแหลม,กรุงเทพมหานคร,10120,,
3174,3174,3-64(13)-8/39,1.01002E+13,บริษัท แสงร่มโพธิ์ ออโต้พาร์ท จำกัด,กลึง เจาะ คว้าน กัด ไส เจียนและเชื่อมโลหะทั่วไป,,,,,,คันนายาว,กรุงเทพมหานคร,10230,,
3175,3175,3-95(1)-128/48,1.01E+13,บริษัท ออโต้ แกลเลอรี่ สุขุมวิท จำกัด,ศูนย์บริการเปลี่ยนถ่ายน้ำมันเครื่องและซ่อมรถยนต์,,,,,,พระโขนง,กรุงเทพมหานคร,10260,,
3176,3176,3-64(2)-10/24,1.01001E+13,นายสุวิทย์ ศรีธนูธรรมกูล,ปั๊มโลหะเป็นข้อต่อเก้าอี้ล้อเลื่อน,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
3177,3177,3-28(1)-12/33,1.01E+13,บริษัท นิโอ แอพพาเรจ จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป(จำนวนจักรเย็บผ้า85เครื่อง),,,,,,คลองสาน,กรุงเทพมหานคร,10600,,
3178,3178,ศ3-14-5/34,1.00001E+11,บริษัท ลี 1991 จำกัด,ทำน้ำแข็งก้อนเล็ก ได้วันละ 50 ตัน,,,,,,คลองเตย,กรุงเทพมหานคร,10110,,
3179,3179,3-37-26/26,1.01E+13,ลิ้มตังเซ็งเฟอร์นิเจอร์,ทำเครื่องเรือนจากไม้,,,,,,บางซื่อ,กรุงเทพมหานคร,10800,,
3180,3180,3-74(3)-6/32,1.01009E+13,บริษัท ทองรัศมีอีเลคทริคเวิร์คส จำกัด,ทำอุปกรณ์ไฟฟ้า เช่น บาลาส สตาร์ทเตอร์ และคอนเดนเซอร์,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
3181,3181,3-71-11/24,1.01002E+13,บริษัท เจริญชัยหม้อแปลงไฟฟ้า จำกัด,ทำหม้อแปลงไฟฟ้า,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
3182,3182,3-37-62/58,1.01E+13,บริษัท ธนกูล เวิร์คกรุ๊ป จำกัด,ทำเครื่องเรือน เครื่องใช้จากไม้ และโลหะ,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
3183,3183,3-53(1)-3/14,1.01004E+13,บริษัท ไทยรุ่งเรืองอินโนเวชั่น จำกัด,ทำฝาขวดพลาสติก และตลับเทป,,,,,,ภาษีเจริญ,กรุงเทพมหานคร,10160,,
3184,3184,3-53(1)-31/35,1.01E+13,บริษัท พงษ์แสงรัตน์ จำกัด,ทำของใช้พลาสติก เช่น ไม้หนีบผ้า กล่องสบู่ ตะแกรงใส่ของ,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
3185,3185,3-95(1)-42/28,1.01001E+13,วิจิตรบริการ,ตั้งศูนย์ถ่วงล้อรถยนต์ และซ่อมยางนอกยางในรถยนต์,,,,,,หลักสี่,กรุงเทพมหานคร,10210,,
3186,3186,3-37-32/25,1.01E+13,นายสมศักดิ์ อยู่พืช,ทำเครื่องเรือนจากไม้,,,,,,บางกะปิ,กรุงเทพมหานคร,10240,,
3187,3187,3-77(2)-29/50,1.01001E+13,บริษัท วัช วริศศ์ เอ็นจิเนียริ่ง จำกัด,ผลิตชิ้นส่วนและอุปกรณ์ของยานยนต์,,,,,,ลาดกระบัง,กรุงเทพมหานคร,10520,,
3188,3188,3-87(4)-1/40,1.0103E+13,บริษัท เจ.เอส.ฟลาวเวอร์ จำกัด,ผลิตดอกไม้ประดิษฐ์และสิ่งประดิษฐ์อื่น,,,,,,คันนายาว,กรุงเทพมหานคร,10230,,
3189,3189,3-66-1/53,1.0101E+13,บริษัท รุ่งโรจน์อินเตอร์เนชันแนล (1991)จำกัด,ทำชิ้นส่วนรถตัดหญ้า,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
3190,3190,3-64(10)-17/30,1.01001E+13,นายพัสกร นววัฒนทรัพย์,ชุบโลหะและรับจ้างกลึ่ง ปั๊มโละห,,,,,,สาทร,กรุงเทพมหานคร,10120,,
3191,3191,3-28(1)-89/32,1.01E+13,บริษัท ไทย คาเนตะ จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 48 เครื่อง),,,,,,หลักสี่,กรุงเทพมหานคร,10210,,
3192,3192,3-95(1)-2/48,1.01012E+13,บริษัท มิตซู เซควอญ่า จำกัด,ซ่อมรถยนต์,,,,,,คันนายาว,กรุงเทพมหานคร,10230,,
3193,3193,3-39-8/53,1.01001E+13,นายดนัย เต็มไพศาลกุล,ทำกระดาษลูกฟูก กล่องกระดาษและพิมพ์สิ่งพิมพ์ต่างๆ,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
3194,3194,3-63(2)-27/51,1.01001E+13,นายธวัชชัย ตันติวิวัฒน์กุล,ทำลวดตาข่าย-ตระแกรงและประตูหน้าต่างเหล็กดัด,,,,,,ธนบุรี,กรุงเทพมหานคร,10600,,
3195,3195,3-34(2)-7/15,1.01001E+13,ห้างหุ้นส่วนจำกัด บ้วนเซ่งไถ่,ทำบานประตู-หน้าต่าง และวงกบไม้,,,,,,บางซื่อ,กรุงเทพมหานคร,10800,,
3196,3196,3-77(2)-44/23,1.01E+13,ห้างหุ้นส่วนจำกัด สยามประกอบฟิลเตอร์,ทำไส้กรองน้ำมันและไส้กรองอากาศของเครื่องยนต์,,,,,,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,10100,,
3197,3197,3-42(1)-5/52,1.01002E+13,บริษัท ซี.เค.เจ จำกัด,ผลิตเคมีภัณฑ์ใช้เป็นสารกันชื้น,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
3198,3198,3-77(2)-17/25,1.01E+13,เอช.เอช.ไวร์,ผลิตสายเบรค สายคันเร่งรถยนต์ทุกชนิด,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
3199,3199,ส3-84(1)-1/34,1.008E+11,บริษัท ซาเรี่ยน จำกัด,ผลิตเครื่องประดับกาย,,,,,,หลักสี่,กรุงเทพมหานคร,10210,,
3200,3200,3-41(1)-36/47,1.01001E+13,บริษัท คัลเลอร์ ฮาร์โมนี่ จำกัด,พิมพ์สิ่งพิมพ์ต่าง ๆ,,,,,,หนองแขม,กรุงเทพมหานคร,10160,,
3201,3201,3-41(1)-4/42,1.01002E+13,ห้างหุ้นส่วนจำกัด ผลพัฒนาการพิมพ์,พิมพ์สิ่งพิมพ์ต่างๆ,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
3202,3202,3-24-58/28,1.01E+13,บริษัท บางกอกธนภูมิ จำกัด,ถักแถบยางยืด เช่น สายรัดขอบกางเกง (จำนวนเครื่องถัก 29 เครื่อง),,,,,,ดินแดง,กรุงเทพมหานคร,10400,,
3203,3203,3-34(2)-6/25,1.01001E+13,ห้างหุ้นส่วนจำกัด โล้วไพบูลย์อุตสาหกรรม,ทำวงกบ บานประตู-หน้าต่างไม้,,,,,,บึงกุ่ม,กรุงเทพมหานคร,10240,,
3204,3204,3-95(1)-43/37,1.01E+13,บริษัท ไทย วี.พี.ออโต้เซอร์วิส จำกัด,ซ่อมรถยนต์ และเคาะพ่นสีรถยนต์,,,,,,หนองแขม,กรุงเทพมหานคร,10160,,
3205,3205,3-33-24/31,1.01E+13,นายธวัชชัย ตรีขจรเกียรติ,ทำส้นรองเท้าจากพลาสติก,,,,,,ทุ่งครุ,กรุงเทพมหานคร,10140,,
3206,3206,3-53(4)-55/34,1.01E+13,บริษัท มิลล์แพค จำกัด,ผลิตขวดพลาสติกและถังแกลลอนพลาสติก,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
3207,3207,3-37-76/22,1.01E+13,บุลินทร์พรเฟอร์นิเจอร์,ทำเครื่องเรือนจากไม้ ,,,,,,บางซื่อ,กรุงเทพมหานคร,10800,,
3208,3208,3-66-12/51,1.01E+13,โรงกลึง CNC,กลึงโลหะ เช่น ชิ้นส่วนรถไถนาและรับจ้างกลึงชิ้นงานทั่วไป,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
3209,3209,3-58(1)-23/36,1.01E+13,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด,ผลิตคอนกรีตผสมเสร็จ,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
3210,3210,3-48(3)-1/31,1.01006E+13,บริษัท ต.แสงเจริญเทรดดิ้ง (ปลาลายน้ำ) จำกัด,ทำน้ำยากันซึมและน้ำยาแทนปูนขาว,,,,,,บางนา,กรุงเทพมหานคร,10260,,
3211,3211,3-39-17/33,1.01E+13,บริษัท สีทอง 555 จำกัด,ทำซองจดหมาย และพิมพ์สิ่งพิมพ์ต่างๆ,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
3212,3212,3-95(1)-3/25,1.01006E+13,บริษัท วี อาร์ ซี เซอร์วิส จำกัด,ซ่อมและพ่นสีรถยนต์,,,,,,วังทองหลาง,กรุงเทพมหานคร,10310,,
3213,3213,3-28(1)-36/47,1.01E+13,บริษัท เบลส พริ้นต์ การ์เมนท์ จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป,,,,,,ลาดกระบัง,กรุงเทพมหานคร,10520,,
3214,3214,3-95(1)-62/45,1.01E+13,อู่ปิว,เคาะพ่นสีรถยนต์,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
3215,3215,3-69-2/21,1.01013E+13,บริษัท เกรียงไทยพลาสเท็ค จำกัด,ทำชิ้นส่วนเครื่องชั่ง และการทำผลิตภัณฑ์พลาสติก เช่น กล่องบรรจุสินค้า,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
3216,3216,3-64(13)-71/47,1.01E+13,บริษัท อ.อุลิน จำกัด,กลึง กัด เจาะ ไส เชื่อม และปั๊มโลหะ,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
3217,3217,3-53(7)-9/34,1.01003E+13,ห้างหุ้นส่วนจำกัด แต้น่ำย้ง,"ทำรองเท้า พีวีซี และรองเท้าผ้าใบ กำลังการผลิตรองเท้าพีวีซี 36,000 โหล/ปี รองเท้าผ้าใบ 8,400 โหล/ปี",,,,,,หนองแขม,กรุงเทพมหานคร,10160,,
3218,3218,3-61-2/28,1.01003E+13,ห้างหุ้นส่วนจำกัด โกลเด้นสตาร์,ทำใบเลื่อย สำหรับตัดพลอย หิน หยก,,,,,,ปทุมวัน,กรุงเทพมหานคร,10330,,
3219,3219,3-53(1)-22/37,1.01001E+13,บริษัท วิริยะพลาสติค จำกัด,ทำผลิตภัณฑ์พลาสติกต่าง ๆ เช่น มือถือรถจักรยาน ถ้วยชามต่าง ๆ,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
3220,3220,3-64(9)-94/23,1.01E+13,บริษัท พี.แอล.บรอนซ์ จำกัด,"ทำของใช้เล็กจากโลหะเช่นช้อนส้อมมีดได้ปีละ120,000ชิ้น",,,,,,มีนบุรี,กรุงเทพมหานคร,10510,,
3221,3221,3-95(1)-53/28,1.01001E+13,ร้านเย็นจิตต์ยางยนต์,ตั้งศูนย์ถ่วงล้อรถยนต์,,,,,,สาทร,กรุงเทพมหานคร,10120,,
3222,3222,3-95(1)-65/28,1.01E+13,ศูนย์บริการอีซูซุ,ซ่อมเครื่องยนต์รถโดยสารและรถบรรทุก,,,,,,บางซื่อ,กรุงเทพมหานคร,10800,,
3223,3223,3-70-16/15,1.01004E+13,บริษัท เลี่ยงเส็งเฮง (1984) จำกัด,ทำปุลเล่และอุปกรณ์เครื่องจักรต่าง ๆ,,,,,,บางคอแหลม,กรุงเทพมหานคร,10120,,
3224,3224,3-53(5)-11/24,1.01E+13,ห้างหุ้นส่วนจำกัด นิวแหลมทองอุตสาหกรรมพลาสติก,ทำเม็ดพลาสติกจากเศษพลาสติกเก่า,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
3225,3225,3-70-23/22,1.01001E+13,บริษัท เอื้อวิทยา จำกัด (มหาชน),ผลิตระบบเครื่องมือลำเลียง และเครื่องกำจัดน้ำเสีย,,,,,,มีนบุรี,กรุงเทพมหานคร,10510,,
3226,3226,3-58(1)-21/47,1.01002E+13,โรงงานท่อซีเมนต์เงียบอันเจริญ,ทำท่อระบายน้ำคอนกรีตผสมขนาดต่าง ๆ,,,,,,บางแค,กรุงเทพมหานคร,10160,,
3227,3227,3-37-46/23,1.01E+13,ห้างหุ้นส่วนจำกัด ศรีรุ่งเรืองเฟอร์นิเจอร์,ทำเครื่องเรือนจากไม้ เช่น ตู้ เตียง โต๊ะ,,,,,,บางซื่อ,กรุงเทพมหานคร,10800,,
3228,3228,3-71-2/16,1.01006E+13,ห้างหุ้นส่วนจำกัด ที.แอล.เอ็ม.มอเตอร์,ผลิตเครื่องกำเนิดไฟฟ้า,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
3229,3229,3-77(1)-16/51,1.01E+13,บริษัท พี. เจ. กลการ จำกัด,ต่อตัวถังรถบรรทุก,,,,,,หนองแขม,กรุงเทพมหานคร,10160,,
3230,3230,ข3-47(3)-2/49,9.102E+13,บริษัท เอ-พลัส ซัพพลาย จำกัด,ผลิตเครื่องสำอางทุกชนิด เช่น เกลือขัดผิว เป็นต้น,,,,,,หนองจอก,กรุงเทพมหานคร,10530,,
3231,3231,3-64(9)-160/22,1.01E+13,บางกอกเมตัลเวอร์ค,ทำชิ้นส่วนอุปกรณ์ประปา และอุปกรณ์เครื่องจักรทั่วไป,,,,,,บางแค,กรุงเทพมหานคร,10160,,
3232,3232,3-92-16/47,1.01004E+13,ห้างหุ้นส่วนจำกัด พรวิชัย,ห้องเย็นเก็บผลไม้,,,,,,บางรัก,กรุงเทพมหานคร,10500,,
3233,3233,3-95(1)-17/26,1.01002E+13,บริษัท เซมมิ เทรดดิ้ง จำกัด,ซ่อม พ่นสีรถยนต์ และทำส่วนประกอบสำหรับใช้กับระบบเครื่องปรับอากาศ,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
3234,3234,3-68-6/27,1.01001E+13,บริษัท เพียวริเทค เอ็นจิเนียริ่ง จำกัด,ซ่อมแซมเครื่องจักรกลโรงงานอุตสาหกรรมต่าง ๆ และทำถังเก็บน้ำมันพืช,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
3235,3235,3-64(1)-4/35,1.01001E+13,นางวัชรีวรรณ โรจน์วรพร,ทำกระป๋องโลหะ,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
3236,3236,3-95(1)-184/53,1.01E+13,บริษัท อีซูซุ สยามซิตี้ จำกัด สาขานราธิวาสราชนครินทร์,ซ่อมรถยนต์ ศูนย์บริการบำรุงรักษารถยนต์,,,,,,สาทร,กรุงเทพมหานคร,10120,,
3237,3237,3-28(1)-84/33,1.01E+13,บริษัท ไทยวาโก้ จำกัด (มหาชน),ตัดเย็บเสื้อผ้าสำเร็จรูป ชุดชั้นในสตรี เครื่องแต่งกายและหมวก จำนวนจักรเย็บผ้า 744 เครื่อง,,,,,,บางคอแหลม,กรุงเทพมหานคร,10120,,
3238,3238,3-52(4)-3/25,1.01002E+13,ห้างหุ้นส่วนจำกัด โรงงานนำเอกรับเบอร์,ทำรองเท้าผ้าใบ และรองเท้าแตะฟองน้ำ,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
3239,3239,3-95(1)-396/47,1.01E+13,บริษัท โตโยต้า กรุงไทย จำกัด,ซ่อมและพ่นสีรถยนต์,,,,,,คันนายาว,กรุงเทพมหานคร,10230,,
3240,3240,3-95(1)-109/35,1.01E+13,บริษัท ส. พงษ์มิลเลนี่ยมเซอร์วิส จำกัด,ซ่อมและพ่นสีรถยนต์,,,,,,ประเวศ,กรุงเทพมหานคร,10250,,
3241,3241,3-8(1)-22/59,1.01E+13,บริษัท ทริปเปิ้ล-เอ็ม โปรดักส์ จำกัด,ทำอาหารหรือเครื่องดื่มจากผัก หรือพืชผักผลไม้และบรรจุในภาชนะ ที่ผนึก อากาศเข้าไม่ได้ และผลิตภัณฑ์อาหารสำเร็จรูปจากสัตว์น้ำ,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
3242,3242,3-64(1)-2/18,1.01003E+13,ห้างหุ้นส่วนจำกัด สันติชัยโลหะกิจ,ทำถังน้ำสังกะสี และลิตรตวงของ,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
3243,3243,ข3-52(4)-19/52,9.102E+13,บริษัท คาร์เปทแอนด์รับเบอร์เทค จำกัด,ยางกันลื่นติดหลังพรม,,,,,,หนองจอก,กรุงเทพมหานคร,10530,,
3244,3244,ศ3-46(2)-3/34,1.003E+11,บริษัท ยูเมด้า จำกัด,ผลิตยารักษาโรคแผนปัจจุบัน ผลิตเครื่องมือแพทย์ และเครื่องมือเครื่องใช้ทางวิทยาศาสตร์,,,,,,บางเขน,กรุงเทพมหานคร,10220,,
3245,3245,3-28(1)-21/36,1.01E+13,บริษัท แกรนด์ นิตแวร์ แมนูแฟคเจอร์ริ่ง จำกัด,"ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 190 เครื่อง) เช่น เสื้อผ้าสำเร็จรูป กำลังการผลิต 220,000 ตัว/เดือน",,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
