_id,ลำดับ,เลขทะเบียนเดิม,FID,ชื่อโรงงาน,ประกอบกิจการ,,,,,,อำเภอ,จังหวัด,ไปรษณีย์,เขต,จำนวนโรงงาน
3246,3246,3-64(2)-9/50,1.01005E+13,นายอธิวัฒน์ พิพัฒน์ศิริขจร,การทำผลิตภัณฑ์โลหะสำเร็จรูปด้วยวิธีเคลือบหรือลงรัก ชุบหรือขัด การกลึง ฯลฯ และการทำเครื่องประดับต่าง ๆ,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
3247,3247,3-53(1)-2/29,1.01005E+13,นายคุ้ง เต็มคำขวัญ,ทอผ้ามุ้งพลาสติกทำพลาสติกเป็นเส้นและผลิตภัณฑ์พลาสติกต่างๆ,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
3248,3248,ศ3-13(8)-1/34,1.002E+11,บริษัท เคอร์รี่ แอนด์ สไปร์ จำกัด,ทำพริกแกง และสกัดน้ำมันงา,,,,,,หนองแขม,กรุงเทพมหานคร,10160,,
3249,3249,3-28(1)-9/46,1.01E+13,บริษัท นาโอะ โกลเบิล จำกัด,ทำผ้าเช็ดหน้าบรรจุซองแช่เย็น,,,,,,พระโขนง,กรุงเทพมหานคร,10260,,
3250,3250,3-53(5)-2/34,1.01007E+13,บริษัท วัฒนพันธุ์อินดัสเทรียล จำกัด,ทำสายรัดพลาสติก และลวดเย็บกล่อง,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
3251,3251,3-70-2/38,1.01025E+13,บริษัท ปอร์ทเทอร์ แมททีเรียล แฮนดลิ้ง จำกัด,ซ่อมเครื่องสูบน้ำ,,,,,,บางกะปิ,กรุงเทพมหานคร,10240,,
3252,3252,3-40(2)-1/43,1.01017E+13,บริษัท สยามคริสต์มาส จำกัด,ทำผลิตภัณฑ์จากกระดาษ เช่น กระดาษสายรุ้ง ต้นคริสต์มาส,,,,,,ภาษีเจริญ,กรุงเทพมหานคร,10160,,
3253,3253,3-95(1)-55/48,1.01002E+13,วัฒน์อนันต์การาจ,ซ่อมและพ่นสีรถยนต์,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
3254,3254,3-41(1)-21/47,1.01001E+13,บริษัท ทีวีพูล พับลิชชิ่ง จำกัด,พิมพ์สิ่งพิมพ์ต่าง ๆ,,,,,,วังทองหลาง,กรุงเทพมหานคร,10310,,
3255,3255,3-64(9)-19/34,1.01E+13,บริษัท สหวงษ์ไทยอุตสาหกรรม จำกัด,ทำของใช้จากโลหะ เช่น กระดุม ตราไก่ หัวเข็มขัด หมุดย้ำ,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
3256,3256,3-53(4)-8/32,1.01001E+13,บริษัท ไทยเฟลคซิเบิลแพค จำกัด,ทำภาชนะบรรจุจากพลาสติก เช่น ซองใส่อาหารและซองใส่ขนม,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
3257,3257,3-41(1)-15/36,1.01001E+13,บริษัท แพค เพรส จำกัด,พิมพ์สิ่งพิมพ์ต่าง ๆ เช่น หนังสือชนิดต่าง ๆ,,,,,,พระโขนง,กรุงเทพมหานคร,10260,,
3258,3258,3-12(3)-1/52,1.01E+13,ห้างหุ้นส่วนจำกัด ทีวันเซน,การทำโกโก้ผงหรือขนมจากโกโก้ การำขนมปังกรอบหรือขนมอบแห้ง,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
3259,3259,3-58(1)-23/38,1.01002E+13,โรงงานคอนกรีตผสมเสร็จ เอกชัย,ผลิตคอนกรีตผสมเสร็จ,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
3260,3260,3-64(1)-18/56,1.01E+13,ห้างหุ้นส่วนจำกัด ต.ไทยเกษตรภัณฑ์อิมปอร์ต,ทำกระบอกฉีดน้ำยาและถังน้ำยาปราบศัตรูพืช,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
3261,3261,3-53(1)-72/34,1.01E+13,นายสมนึก สภาจันทรสุข,ทำเครื่องใช้พลาสติก เช่น ไม้แขวนเสื้อ,,,,,,บางคอแหลม,กรุงเทพมหานคร,10120,,
3262,3262,3-53(4)-8/31,1.01001E+13,นายศศิวัฒน์ รุ่งกิจธนไพศาล,ทำกระป๋องพลาสติกขนาดต่าง ๆ,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
3263,3263,3-95(1)-15/37,1.01002E+13,คณะบุคคล อู่ 2003 การาจ,ซ่อมพ่นสีรถยนต์ ได้เดือนละ 20 คัน,,,,,,บึงกุ่ม,กรุงเทพมหานคร,10240,,
3264,3264,3-24-2/34,1.01E+13,บริษัท แพนเท็กซ์ไทล์ จำกัด,ถักผ้ายืด ผ้าแถบ ผ้ามุ้ง ผ้าตาข่าย และผ้าลูกไม้ (เครื่องถักผ้าจำนวน 12 เครื่อง),,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
3265,3265,3-64(13)-13/40,1.01001E+13,โรงกลึงเล็กบ่าวาวล์,รับจ้างกลึงเชื่อมไสเจียรและเจาะโลหะทุกชนิด,,,,,,บึงกุ่ม,กรุงเทพมหานคร,10240,,
3266,3266,3-84(1)-6/32,1.0101E+13,ห้างหุ้นส่วนจำกัด ราม่า เอ็นเตอร์ไพรัส,ทำเครื่องประดับ และเจียระไนตกแต่งเพชร พลอย,,,,,,บางรัก,กรุงเทพมหานคร,10500,,
3267,3267,3-95(1)-6/42,1.01003E+13,บริษัท ไลฟ์ อะ คาร์ เซอร์วิส จำกัด ,ซ่อมและเคาะพ่นสีรถยนต์,,,,,,ทวีวัฒนา,กรุงเทพมหานคร,10170,,
3268,3268,3-53(7)-1/37,1.01011E+13,ห้างหุ้นส่วนจำกัด ไดโนส ฟุตแวร์,"ทำรองเท้าฟองน้ำ และรองเท้าพีวีซี กำลังการผลิต 432,000 คู่/ปี",,,,,,หนองแขม,กรุงเทพมหานคร,10160,,
3269,3269,3-64(9)-16/53,1.01001E+13,แสงไฟโลหะกิจ,ทำของใช้เล็กๆ จากโลหะ เช่น แบบพิมพ์โลหะ,,,,,,ทุ่งครุ,กรุงเทพมหานคร,10140,,
3270,3270,3-95(1)-3/52,1.01007E+13,อู่ซ้งบริการ,ซ่อมและพ่นสีรถยนต์,,,,,,ประเวศ,กรุงเทพมหานคร,10250,,
3271,3271,3-34(1)-1/22,1.01007E+13,บริษัท ไอ วูด อินโนเวชั่น จำกัด,อบไม้-ไส้ไม้ ซอยไม้ อัดน้ำยาไม้ ทำไม้ปาร์เก้ โมเสด ไม้บาง ไม้อัด ไม้ประสาน ไม้หน้าโต๊ะ และผลิตชิ้นส่วนเฟอร์นิเจอร์จากไม้ยางพารา ไม้พื้นและไม้โอ๊ค,,,,,,บางนา,กรุงเทพมหานคร,10260,,
3272,3272,3-95(1)-50/29,1.01E+13,อู่วิทยา,ซ่อมและพ่นสีรถยนต์,,,,,,พญาไท,กรุงเทพมหานคร,10400,,
3273,3273,3-60-4/37,1.01002E+13,ห้างหุ้นส่วนจำกัด บริพัตร์โลหะกิจ,รีดทองแดงและทองเหลือง ได้ปีละ 22 ตัน,,,,,,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,10100,,
3274,3274,3-68-11/29,1.01005E+13,บริษัท เลี่ยงเส็งเฮง (1984) จำกัด,ซ่อมเครื่องจักรและอุปกรณ์ เช่น ลูกหีบอ้อย เพลาลูกหีบ,,,,,,บางคอแหลม,กรุงเทพมหานคร,10120,,
3275,3275,3-53(6)-1/41,1.01018E+13,บริษัท เซ็นจูรี่ อินโนแอ็ค จำกัด,ผลิตและประกอบชิ้นส่วนพลาสติกสำหรับการทำชิ้นส่วนอุปรณ์ไฟฟ้าอิเล็คโทรนิคส์อุปกรณ์รถยนต์จักรยานยนต์ของเด็กเล่นและเครื่องใช้ในครัวเรือน ผลิตและประกอบอุปกรณ์เครื่องใช้ไฟฟ้าอิเล็คโทรนิคส์และชิ้นส่วนอะไหล่ของผลิตภัณฑ์ดังกล่าว,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
